date,max_temperature_c,rainfall_mm,humidity_pct,holiday,daily_demand_mwh
2021-06-19,31.8,9.1,74.4,0,40843.9
2021-06-20,30.9,0.7,70.8,1,38411.8
2021-06-21,32.2,0.4,67.0,0,41955.3
2021-06-22,29.3,0.6,73.6,0,40494.6
2021-06-23,30.6,5.6,76.6,0,40848.2
2021-06-24,29.9,0.8,72.1,0,40198.5
2021-06-25,30.5,8.0,75.1,0,40833.4
2021-06-26,31.4,2.5,71.1,0,41616.3
2021-06-27,31.0,2.7,72.2,1,38582.8
2021-06-28,30.9,0.0,65.4,0,41227.2
2021-06-29,31.0,7.8,77.0,0,41317.2
2021-06-30,31.2,5.0,72.1,0,40402.0
2021-07-01,30.2,4.6,78.4,0,40313.8
2021-07-02,31.6,1.1,72.2,0,41846.2
2021-07-03,31.5,0.0,73.2,0,41287.2
2021-07-04,31.3,1.9,68.3,1,37314.5
2021-07-05,31.4,2.9,70.7,0,40697.4
2021-07-06,31.1,2.8,68.4,0,42301.2
2021-07-07,32.5,2.1,67.5,0,41601.9
2021-07-08,30.8,1.9,75.8,0,41885.1
2021-07-09,30.6,0.0,75.6,0,40781.2
2021-07-10,30.2,0.0,68.3,0,39701.0
2021-07-11,29.9,0.0,70.7,1,36900.9
2021-07-12,29.7,3.5,74.4,0,40673.7
2021-07-13,30.0,7.2,78.5,0,40914.6
2021-07-14,30.6,13.5,74.6,0,39417.6
2021-07-15,30.9,0.9,66.4,0,40423.3
2021-07-16,30.7,1.1,73.2,0,41096.3
2021-07-17,30.0,0.2,66.3,0,39201.3
2021-07-18,31.3,0.8,69.2,1,37248.2
2021-07-19,31.1,0.0,70.8,0,41354.5
2021-07-20,30.4,0.1,72.7,0,41031.1
2021-07-21,30.0,0.0,71.6,0,39799.9
2021-07-22,30.9,0.0,69.6,0,40655.7
2021-07-23,30.6,0.0,73.7,0,39557.8
2021-07-24,29.2,1.5,75.0,0,38145.2
2021-07-25,30.3,1.9,70.8,1,36988.3
2021-07-26,30.5,1.1,72.0,0,40244.7
2021-07-27,29.6,0.0,73.8,0,39153.0
2021-07-28,30.4,0.0,76.5,0,39698.4
2021-07-29,29.1,2.3,77.3,0,38722.9
2021-07-30,31.3,0.8,74.2,0,40800.4
2021-07-31,31.2,0.0,68.4,0,38283.0
2021-08-01,29.9,1.3,71.3,1,35947.4
2021-08-02,30.4,1.9,72.0,0,38771.2
2021-08-03,28.2,0.0,74.3,0,39221.9
2021-08-04,29.1,2.9,72.1,0,38123.1
2021-08-05,29.8,0.0,76.1,0,39711.1
2021-08-06,29.1,0.0,76.0,0,40421.6
2021-08-07,30.5,0.0,70.3,0,40194.2
2021-08-08,31.5,0.0,71.6,1,36089.8
2021-08-09,29.0,0.0,74.2,0,39403.4
2021-08-10,29.2,6.6,79.7,0,38429.9
2021-08-11,30.0,1.3,68.8,0,38859.0
2021-08-12,31.1,0.9,70.5,0,40071.2
2021-08-13,28.8,8.3,79.0,0,39560.8
2021-08-14,29.9,8.2,79.3,0,38785.5
2021-08-15,31.2,1.3,69.2,1,36441.1
2021-08-16,28.4,4.0,69.6,0,39101.7
2021-08-17,28.6,0.9,71.4,0,37403.4
2021-08-18,29.3,2.6,74.6,0,38607.9
2021-08-19,29.2,0.0,73.4,0,38581.3
2021-08-20,30.2,5.5,80.3,0,39455.0
2021-08-21,29.7,11.2,81.4,0,37919.4
2021-08-22,28.1,9.7,81.4,1,34905.6
2021-08-23,29.9,3.8,74.5,0,39137.2
2021-08-24,29.0,0.0,76.8,0,38945.3
2021-08-25,30.4,1.2,70.3,0,39920.2
2021-08-26,28.9,3.3,75.4,0,38829.5
2021-08-27,28.8,0.0,70.5,0,38628.0
2021-08-28,29.8,0.0,76.6,0,38595.1
2021-08-29,29.9,16.3,83.9,1,36055.7
2021-08-30,29.6,9.8,76.8,0,38431.1
2021-08-31,27.9,7.3,79.6,0,37993.2
2021-09-01,29.6,8.9,79.8,0,39555.7
2021-09-02,28.4,0.0,73.7,0,37761.4
2021-09-03,29.3,0.6,71.8,0,40089.4
2021-09-04,28.0,5.4,76.6,0,36310.2
2021-09-05,29.5,5.9,77.7,1,35328.3
2021-09-06,28.4,0.0,73.3,0,37833.9
2021-09-07,28.0,4.9,76.8,0,39490.3
2021-09-08,29.6,3.6,71.0,0,38526.2
2021-09-09,29.2,10.7,80.4,0,38072.5
2021-09-10,28.5,5.8,77.5,0,37975.0
2021-09-11,30.1,17.7,82.4,0,37727.6
2021-09-12,28.6,2.1,76.1,1,34944.1
2021-09-13,28.9,0.0,75.9,0,38503.0
2021-09-14,29.1,16.5,86.2,0,35783.1
2021-09-15,28.4,5.6,79.8,0,38131.2
2021-09-16,29.2,3.2,74.5,0,38586.3
2021-09-17,28.4,0.4,73.0,0,38937.1
2021-09-18,28.4,1.8,72.4,0,38187.5
2021-09-19,29.8,1.6,71.5,1,35582.4
2021-09-20,27.9,0.0,75.2,0,38545.9
2021-09-21,26.8,0.0,74.5,0,36751.2
2021-09-22,30.0,1.3,73.2,0,39445.1
2021-09-23,30.7,6.5,72.3,0,38732.2
2021-09-24,28.3,10.0,76.0,0,37057.0
2021-09-25,27.1,7.5,83.7,0,36286.4
2021-09-26,28.4,7.6,78.0,1,35619.0
2021-09-27,28.4,0.0,71.9,0,38284.9
2021-09-28,28.4,3.0,73.0,0,39054.9
2021-09-29,27.7,4.0,79.4,0,37189.1
2021-09-30,29.0,4.1,80.3,0,38987.4
2021-10-01,28.9,1.4,73.3,0,37937.7
2021-10-02,27.3,1.9,76.7,0,36799.5
2021-10-03,29.0,5.0,79.9,1,35214.3
2021-10-04,30.1,2.9,68.3,0,39284.1
2021-10-05,28.6,3.4,82.2,0,38263.5
2021-10-06,28.2,0.1,82.2,0,37524.2
2021-10-07,28.3,2.8,68.2,0,38546.7
2021-10-08,28.9,1.2,74.1,0,39435.3
2021-10-09,27.0,3.2,76.4,0,36048.0
2021-10-10,28.5,0.0,73.4,1,33762.9
2021-10-11,28.1,2.6,75.3,0,38167.4
2021-10-12,29.8,0.0,74.7,0,38566.4
2021-10-13,28.2,2.3,75.9,0,37830.5
2021-10-14,29.7,1.0,70.4,0,39022.7
2021-10-15,27.4,0.5,75.7,0,37309.4
2021-10-16,28.8,0.0,75.4,0,37191.6
2021-10-17,28.6,0.3,70.8,1,34882.0
2021-10-18,27.6,0.0,70.7,0,38650.0
2021-10-19,28.4,0.0,80.4,0,38110.8
2021-10-20,29.2,1.3,72.0,0,37637.1
2021-10-21,28.0,0.0,74.6,0,37112.7
2021-10-22,26.9,2.0,76.7,0,37383.0
2021-10-23,28.2,2.1,77.6,0,36295.1
2021-10-24,27.5,0.0,81.1,1,33443.0
2021-10-25,28.0,0.8,77.3,0,38259.1
2021-10-26,28.2,0.0,70.2,0,38416.9
2021-10-27,26.9,1.4,73.5,0,37058.2
2021-10-28,26.9,0.0,75.4,0,37573.7
2021-10-29,28.6,4.4,76.2,0,38156.1
2021-10-30,27.8,0.0,70.1,0,37296.5
2021-10-31,26.2,0.7,80.7,1,34190.9
2021-11-01,28.8,1.5,71.4,0,36567.2
2021-11-02,28.4,2.4,80.4,0,37879.1
2021-11-03,27.6,1.2,81.8,0,38038.3
2021-11-04,27.1,2.1,76.9,0,37176.6
2021-11-05,28.9,0.7,75.5,0,38347.1
2021-11-06,28.5,0.0,70.6,0,37755.7
2021-11-07,30.1,1.6,74.7,1,35753.2
2021-11-08,28.5,4.0,75.3,0,39047.3
2021-11-09,28.5,0.0,71.0,0,38936.1
2021-11-10,28.1,2.7,75.8,0,37825.7
2021-11-11,28.9,13.5,81.1,0,37785.4
2021-11-12,28.7,1.9,74.2,0,36400.8
2021-11-13,29.2,2.2,77.5,0,37381.7
2021-11-14,27.8,0.0,72.9,1,33822.2
2021-11-15,27.9,0.0,80.4,0,38089.9
2021-11-16,27.8,0.3,71.4,0,38031.8
2021-11-17,28.9,5.7,82.3,0,38692.4
2021-11-18,29.4,0.1,69.9,0,39630.1
2021-11-19,27.9,5.0,78.4,0,37795.0
2021-11-20,27.9,0.6,74.1,0,38575.4
2021-11-21,28.5,0.0,73.2,1,35264.7
2021-11-22,28.1,7.5,82.2,0,36998.6
2021-11-23,29.0,1.9,79.1,0,38159.0
2021-11-24,26.5,6.3,84.9,0,36911.8
2021-11-25,27.6,0.0,74.3,0,38324.9
2021-11-26,27.7,4.3,78.8,0,37207.3
2021-11-27,26.5,0.0,74.9,0,36308.3
2021-11-28,27.6,4.4,75.5,1,34483.4
2021-11-29,27.6,4.6,75.1,0,37528.3
2021-11-30,28.2,3.9,75.9,0,38664.0
2021-12-01,29.3,11.8,81.5,0,38802.4
2021-12-02,28.2,6.2,73.0,0,38838.1
2021-12-03,27.6,21.6,89.5,0,37044.8
2021-12-04,28.4,2.3,80.5,0,38212.5
2021-12-05,29.3,0.0,76.5,1,34772.4
2021-12-06,27.7,1.2,74.5,0,37160.6
2021-12-07,27.7,2.5,72.9,0,37274.3
2021-12-08,28.9,22.9,89.9,0,37944.4
2021-12-09,28.3,4.2,70.3,0,39099.6
2021-12-10,29.0,12.0,84.5,0,38013.0
2021-12-11,28.5,1.9,74.8,0,37318.2
2021-12-12,29.1,1.4,79.7,1,35503.6
2021-12-13,27.7,0.0,70.2,0,38625.1
2021-12-14,28.6,20.8,90.4,0,37633.9
2021-12-15,28.4,14.6,83.6,0,37763.2
2021-12-16,27.7,4.6,77.5,0,37228.1
2021-12-17,27.4,2.3,73.3,0,37705.3
2021-12-18,29.2,3.7,77.3,0,38786.1
2021-12-19,28.4,0.0,76.4,1,35538.4
2021-12-20,27.9,5.5,84.1,0,37777.2
2021-12-21,28.7,11.7,84.6,0,39228.6
2021-12-22,29.7,11.9,78.4,0,38538.6
2021-12-23,27.0,0.0,73.6,0,38978.2
2021-12-24,27.6,8.5,77.0,0,39000.5
2021-12-25,28.1,0.0,79.3,1,35473.6
2021-12-26,30.0,0.0,69.6,1,35409.4
2021-12-27,29.1,7.8,82.9,0,40375.5
2021-12-28,29.5,0.6,74.7,0,39610.3
2021-12-29,28.0,6.2,80.0,0,38251.0
2021-12-30,28.1,5.4,77.5,0,39151.9
2021-12-31,29.3,4.4,77.9,0,39654.4
2022-01-01,29.1,1.8,74.5,1,37554.6
2022-01-02,29.5,0.0,71.7,1,36554.7
2022-01-03,28.9,0.6,76.1,0,40121.6
2022-01-04,29.3,6.8,77.0,0,39138.5
2022-01-05,29.2,4.4,73.6,0,40415.4
2022-01-06,29.8,0.5,74.5,0,40375.9
2022-01-07,29.8,0.4,72.3,0,40622.0
2022-01-08,27.9,2.4,78.2,0,38474.4
2022-01-09,27.4,1.0,75.2,1,35948.5
2022-01-10,30.1,0.3,68.5,0,40055.9
2022-01-11,30.2,1.8,78.0,0,41187.7
2022-01-12,28.5,1.6,79.9,0,40835.7
2022-01-13,27.8,0.0,77.9,0,39274.6
2022-01-14,29.4,1.1,72.4,0,40745.1
2022-01-15,30.1,1.2,71.7,0,40115.9
2022-01-16,30.9,0.4,75.1,1,37939.5
2022-01-17,29.9,0.0,71.1,0,39698.2
2022-01-18,29.2,0.0,71.3,0,39539.1
2022-01-19,28.8,0.0,79.4,0,39713.1
2022-01-20,29.5,1.0,73.2,0,39177.2
2022-01-21,29.3,0.0,78.3,0,41435.7
2022-01-22,28.8,4.6,72.6,0,39458.6
2022-01-23,31.3,3.8,74.1,1,38142.3
2022-01-24,31.1,1.4,77.5,0,39956.3
2022-01-25,30.6,2.8,73.0,0,39933.2
2022-01-26,29.0,2.7,74.5,0,40367.2
2022-01-27,30.4,1.0,68.5,0,42427.1
2022-01-28,30.3,0.4,75.0,0,40666.0
2022-01-29,30.2,0.2,69.6,0,40746.7
2022-01-30,30.8,0.0,70.4,1,37927.7
2022-01-31,30.4,0.0,67.7,0,41275.6
2022-02-01,30.5,4.4,78.8,0,41950.9
2022-02-02,30.4,4.2,77.5,0,40940.3
2022-02-03,30.2,0.7,72.0,0,40760.3
2022-02-04,28.6,3.2,72.8,1,38962.9
2022-02-05,30.1,4.0,79.1,0,40196.7
2022-02-06,29.6,0.0,71.5,1,38505.8
2022-02-07,29.1,8.2,75.4,0,40022.9
2022-02-08,31.5,4.7,67.6,0,42677.1
2022-02-09,31.5,3.8,70.2,0,42023.5
2022-02-10,31.3,5.2,69.1,0,41973.4
2022-02-11,30.4,3.6,71.9,0,41441.9
2022-02-12,31.3,2.1,73.6,0,40635.3
2022-02-13,30.3,3.2,72.5,1,38146.9
2022-02-14,30.5,0.0,72.4,0,41279.2
2022-02-15,29.5,18.1,82.4,0,41093.2
2022-02-16,30.7,2.5,72.8,0,41488.6
2022-02-17,30.4,19.0,89.4,0,39977.4
2022-02-18,29.4,4.0,74.5,0,39893.3
2022-02-19,30.4,1.1,73.2,0,39577.1
2022-02-20,30.4,12.7,74.9,1,38417.3
2022-02-21,32.0,5.8,77.4,0,41463.0
2022-02-22,31.3,28.3,87.1,0,41303.5
2022-02-23,30.6,1.2,75.1,0,41838.2
2022-02-24,30.8,14.3,79.7,0,41372.8
2022-02-25,30.7,15.2,82.7,0,41620.8
2022-02-26,30.5,9.0,79.1,0,40690.7
2022-02-27,29.8,15.7,81.1,1,35986.0
2022-02-28,30.6,3.6,76.7,0,41548.9
2022-03-01,30.2,0.8,70.0,0,41936.1
2022-03-02,29.8,1.8,75.8,0,42526.8
2022-03-03,31.2,4.6,72.0,0,43163.4
2022-03-04,31.1,10.0,77.8,0,40977.7
2022-03-05,29.4,1.0,72.1,0,40242.6
2022-03-06,30.8,2.6,72.7,1,37762.6
2022-03-07,31.7,1.2,67.0,0,43474.9
2022-03-08,31.8,11.7,77.7,0,42831.6
2022-03-09,31.8,23.5,84.7,0,42002.6
2022-03-10,31.0,0.4,69.1,0,42340.5
2022-03-11,30.3,7.8,76.4,0,42555.9
2022-03-12,30.2,12.7,80.4,0,41310.8
2022-03-13,31.3,3.1,70.1,1,39886.0
2022-03-14,31.4,0.0,69.5,0,42776.1
2022-03-15,32.1,13.6,74.6,0,42150.3
2022-03-16,32.0,0.0,76.0,0,43303.7
2022-03-17,31.1,16.6,84.4,0,42304.0
2022-03-18,30.2,0.9,73.1,0,41797.2
2022-03-19,31.0,0.0,74.1,0,41201.9
2022-03-20,31.4,1.6,65.0,1,40040.6
2022-03-21,31.1,3.2,64.8,0,43388.7
2022-03-22,30.8,4.1,72.2,0,41667.4
2022-03-23,31.5,6.5,69.8,0,42237.6
2022-03-24,30.9,4.2,72.6,0,42447.3
2022-03-25,30.8,15.8,81.6,0,42100.9
2022-03-26,31.6,2.4,73.9,0,41394.7
2022-03-27,31.1,3.9,69.6,1,40349.9
2022-03-28,31.6,3.4,73.0,0,42886.3
2022-03-29,31.6,0.0,69.6,0,43104.2
2022-03-30,30.5,0.0,72.2,0,43376.8
2022-03-31,31.1,2.2,70.3,0,42133.3
2022-04-01,32.6,3.5,74.5,0,43074.9
2022-04-02,30.6,0.0,70.8,0,40558.6
2022-04-03,29.8,11.3,85.0,1,38213.1
2022-04-04,30.0,3.3,71.7,0,40951.4
2022-04-05,31.6,1.4,72.8,0,43211.0
2022-04-06,31.6,2.7,71.2,0,42965.4
2022-04-07,31.5,0.1,68.9,0,42560.2
2022-04-08,32.6,1.5,71.1,0,43147.7
2022-04-09,29.5,1.9,73.1,0,41315.9
2022-04-10,31.9,5.0,64.3,1,38863.3
2022-04-11,32.9,0.5,58.8,0,43549.2
2022-04-12,30.7,0.0,74.7,0,42865.1
2022-04-13,31.4,0.0,73.7,1,39248.4
2022-04-14,31.1,0.2,76.2,1,40711.0
2022-04-15,31.0,0.0,70.5,0,41437.6
2022-04-16,31.4,0.0,66.0,0,41774.9
2022-04-17,32.8,0.0,66.5,1,39475.3
2022-04-18,33.2,0.0,67.3,0,44525.3
2022-04-19,31.5,1.5,67.8,0,41961.1
2022-04-20,33.3,0.0,72.1,0,42558.8
2022-04-21,31.8,1.7,77.2,0,42945.7
2022-04-22,33.1,0.5,69.0,0,43296.1
2022-04-23,31.7,0.0,69.4,0,40997.1
2022-04-24,31.9,1.3,66.1,1,40061.4
2022-04-25,32.1,1.0,74.2,0,41727.6
2022-04-26,34.3,2.0,67.1,0,43392.4
2022-04-27,32.5,2.8,69.2,0,42772.8
2022-04-28,31.2,4.7,74.7,0,43003.3
2022-04-29,32.6,2.2,67.8,0,44053.8
2022-04-30,31.5,1.3,71.0,0,42548.2
2022-05-01,31.4,2.7,67.3,1,39331.1
2022-05-02,32.5,0.2,71.6,0,41676.1
2022-05-03,31.8,0.1,69.0,0,43169.9
2022-05-04,32.0,7.1,77.1,0,43716.3
2022-05-05,31.8,0.2,68.8,0,43700.5
2022-05-06,32.1,0.0,68.5,0,43324.5
2022-05-07,32.1,3.6,67.5,0,41254.0
2022-05-08,30.2,0.6,74.3,1,38576.2
2022-05-09,32.3,5.3,69.3,0,44204.4
2022-05-10,31.0,7.9,74.2,0,41294.2
2022-05-11,30.6,0.3,71.2,0,41551.5
2022-05-12,31.7,5.3,73.2,0,43256.5
2022-05-13,31.9,0.7,64.5,0,42570.5
2022-05-14,31.2,1.8,70.6,0,40836.1
2022-05-15,32.4,4.1,73.4,1,40791.0
2022-05-16,30.7,1.0,70.5,0,42558.9
2022-05-17,31.4,4.0,71.7,0,42255.7
2022-05-18,31.3,2.5,72.2,0,41730.6
2022-05-19,31.7,8.2,74.3,0,43802.0
2022-05-20,32.0,8.4,71.4,0,42557.3
2022-05-21,30.9,1.4,71.4,0,42319.1
2022-05-22,32.3,5.4,75.0,1,40202.5
2022-05-23,31.8,10.5,73.0,0,42035.7
2022-05-24,30.2,0.3,70.7,0,41632.9
2022-05-25,30.1,3.1,69.7,0,42764.0
2022-05-26,31.7,5.6,76.0,0,43417.2
2022-05-27,31.5,0.2,69.6,0,41338.2
2022-05-28,31.6,2.2,68.5,0,41974.5
2022-05-29,31.6,19.5,82.5,1,38642.2
2022-05-30,31.8,1.7,66.7,0,41951.8
2022-05-31,32.4,2.1,66.7,0,43036.8
2022-06-01,30.7,7.9,71.6,0,40977.4
2022-06-02,30.7,0.1,67.8,0,41780.7
2022-06-03,30.7,3.7,77.4,0,41448.6
2022-06-04,31.8,0.9,67.6,0,41349.7
2022-06-05,32.6,5.7,73.3,1,39504.1
2022-06-06,31.2,4.8,70.8,0,41455.3
2022-06-07,29.5,6.4,79.1,0,42266.3
2022-06-08,30.2,2.4,70.3,0,41984.3
2022-06-09,30.8,2.7,72.6,0,43132.6
2022-06-10,31.0,1.9,71.8,0,41970.1
2022-06-11,31.1,3.4,79.5,0,40796.1
2022-06-12,31.5,16.6,82.5,1,39681.7
2022-06-13,31.2,10.2,75.1,0,41426.8
2022-06-14,32.3,3.3,72.8,0,42426.1
2022-06-15,30.9,2.1,78.5,0,42363.0
2022-06-16,30.7,8.8,71.8,0,40756.0
2022-06-17,31.7,4.5,69.8,0,42660.6
2022-06-18,30.1,0.1,71.2,0,41031.7
2022-06-19,31.6,2.4,69.8,1,39808.3
2022-06-20,31.4,12.8,77.3,0,42256.5
2022-06-21,31.2,5.9,70.2,0,42641.1
2022-06-22,32.5,1.6,73.5,0,42511.8
2022-06-23,30.7,0.0,66.6,0,41200.5
2022-06-24,32.9,3.8,69.6,0,43998.6
2022-06-25,31.0,2.8,75.4,0,39864.1
2022-06-26,30.1,2.0,73.0,1,37222.5
2022-06-27,31.2,6.2,71.3,0,42053.8
2022-06-28,30.2,4.5,70.5,0,42332.0
2022-06-29,30.5,0.0,70.6,0,41649.8
2022-06-30,31.4,2.1,69.0,0,42511.6
2022-07-01,31.5,0.0,70.4,0,40667.3
2022-07-02,30.5,0.5,67.4,0,40236.4
2022-07-03,31.8,0.0,71.8,1,37647.1
2022-07-04,31.9,0.0,69.5,0,42604.8
2022-07-05,32.1,2.5,71.0,0,41079.6
2022-07-06,31.3,2.0,75.6,0,40889.7
2022-07-07,32.0,1.1,68.4,0,42373.2
2022-07-08,29.3,0.0,70.8,0,41486.7
2022-07-09,30.6,0.0,69.5,0,40359.2
2022-07-10,30.1,0.0,71.3,1,38287.4
2022-07-11,30.9,1.4,71.3,0,41762.8
2022-07-12,30.3,1.2,69.9,0,40978.6
2022-07-13,30.6,4.6,68.1,0,40409.5
2022-07-14,32.2,3.8,69.5,0,42268.8
2022-07-15,30.5,0.5,72.6,0,41590.9
2022-07-16,31.0,0.0,71.0,0,41080.9
2022-07-17,30.4,0.0,75.0,1,38119.2
2022-07-18,30.6,0.0,76.9,0,40439.6
2022-07-19,30.5,0.0,73.5,0,41585.4
2022-07-20,30.9,0.9,75.4,0,41238.5
2022-07-21,31.4,1.7,73.3,0,41138.4
2022-07-22,31.8,0.0,74.5,0,41468.1
2022-07-23,30.7,8.8,82.2,0,39455.0
2022-07-24,30.9,0.0,73.6,1,38559.3
2022-07-25,29.4,0.0,75.0,0,39555.4
2022-07-26,30.3,9.3,77.0,0,39879.4
2022-07-27,31.0,0.0,70.3,0,40994.4
2022-07-28,31.0,0.1,69.6,0,42187.7
2022-07-29,30.4,0.0,73.3,0,41541.4
2022-07-30,30.9,1.6,69.5,0,39056.1
2022-07-31,30.6,0.2,70.7,1,38563.3
2022-08-01,31.1,2.7,65.0,0,41910.7
2022-08-02,30.3,3.7,79.0,0,39850.1
2022-08-03,29.8,0.0,71.6,0,38819.4
2022-08-04,30.3,0.0,72.9,0,40641.1
2022-08-05,27.7,3.8,82.3,0,39994.9
2022-08-06,30.3,5.6,76.1,0,40571.9
2022-08-07,27.0,2.1,82.2,1,35210.4
2022-08-08,28.5,3.2,72.6,0,40780.2
2022-08-09,30.3,9.0,84.6,0,38792.2
2022-08-10,30.2,1.0,75.5,0,40256.0
2022-08-11,28.9,2.7,76.0,0,39499.4
2022-08-12,29.2,8.4,82.9,0,40456.3
2022-08-13,30.9,9.3,73.2,0,40385.4
2022-08-14,29.4,2.2,73.5,1,37365.8
2022-08-15,31.5,0.3,74.3,0,40144.7
2022-08-16,29.7,2.3,68.4,0,40616.1
2022-08-17,30.0,2.8,75.6,0,40492.8
2022-08-18,30.9,0.4,72.5,0,39591.2
2022-08-19,29.7,0.8,78.9,0,38716.6
2022-08-20,28.8,11.8,76.8,0,38979.6
2022-08-21,29.4,5.9,81.5,1,36403.1
2022-08-22,29.5,2.2,72.6,0,39010.1
2022-08-23,28.4,0.1,73.1,0,39243.6
2022-08-24,29.2,1.0,70.2,0,39974.4
2022-08-25,28.8,0.0,70.5,0,39501.6
2022-08-26,30.1,4.9,76.2,0,38984.6
2022-08-27,29.4,1.0,70.2,0,40081.2
2022-08-28,29.1,5.5,79.2,1,36897.5
2022-08-29,29.2,8.7,76.8,0,39152.5
2022-08-30,29.4,5.7,72.9,0,39377.9
2022-08-31,29.7,2.2,72.3,0,40047.9
2022-09-01,28.4,0.7,75.8,0,38482.4
2022-09-02,28.4,0.0,73.6,0,39405.2
2022-09-03,30.0,13.2,80.6,0,37762.4
2022-09-04,28.8,5.6,79.5,1,35937.5
2022-09-05,28.0,2.5,79.9,0,38119.1
2022-09-06,29.4,7.8,77.0,0,38651.6
2022-09-07,29.4,11.3,77.1,0,40306.3
2022-09-08,27.8,1.1,76.3,0,38837.0
2022-09-09,29.2,5.3,78.1,0,39438.4
2022-09-10,29.6,5.3,71.7,0,37262.0
2022-09-11,29.2,15.2,80.3,1,35372.7
2022-09-12,29.4,2.2,72.2,0,39786.6
2022-09-13,27.8,0.5,75.0,0,38866.6
2022-09-14,29.1,5.5,74.6,0,37806.3
2022-09-15,28.6,7.6,81.1,0,39001.5
2022-09-16,28.4,4.2,72.3,0,39130.4
2022-09-17,29.5,14.4,77.4,0,38965.2
2022-09-18,30.0,1.9,72.3,1,36056.1
2022-09-19,30.2,4.0,73.8,0,38249.3
2022-09-20,29.8,0.0,68.0,0,38991.9
2022-09-21,28.6,0.1,72.3,0,38354.6
2022-09-22,29.0,0.6,72.7,0,39685.7
2022-09-23,29.3,2.0,73.2,0,37532.7
2022-09-24,28.7,0.0,74.3,0,37908.2
2022-09-25,28.7,5.0,75.2,1,36636.3
2022-09-26,29.3,0.2,77.7,0,39328.9
2022-09-27,28.5,16.8,86.6,0,38970.0
2022-09-28,28.0,0.2,72.7,0,37626.6
2022-09-29,28.2,2.2,76.4,0,37686.7
2022-09-30,29.0,1.6,74.9,0,40066.6
2022-10-01,28.5,0.0,77.9,0,38097.1
2022-10-02,28.8,1.0,72.7,1,35876.0
2022-10-03,29.0,0.9,76.4,0,38398.4
2022-10-04,28.2,4.3,77.7,0,38655.2
2022-10-05,29.1,2.3,79.4,0,38337.5
2022-10-06,28.7,2.7,79.5,0,39681.5
2022-10-07,27.4,3.6,78.8,0,40020.4
2022-10-08,29.6,2.4,73.5,0,38718.1
2022-10-09,28.0,1.3,77.4,1,34971.6
2022-10-10,27.1,0.0,75.9,0,36530.2
2022-10-11,27.5,1.0,81.4,0,37271.4
2022-10-12,27.5,0.0,75.9,0,39411.5
2022-10-13,28.4,0.3,73.4,0,38123.5
2022-10-14,28.1,0.1,73.5,0,38426.6
2022-10-15,28.0,0.1,71.4,0,38159.7
2022-10-16,28.8,0.0,75.5,1,36762.3
2022-10-17,28.6,0.0,71.7,0,38755.1
2022-10-18,28.5,2.9,79.4,0,38504.4
2022-10-19,28.6,0.4,70.5,0,38931.5
2022-10-20,28.8,2.6,76.0,0,38474.4
2022-10-21,26.6,0.0,80.6,0,37551.9
2022-10-22,28.0,0.0,68.6,0,37958.7
2022-10-23,26.5,7.9,88.5,1,34533.7
2022-10-24,28.3,0.0,73.3,0,40125.3
2022-10-25,28.2,1.6,76.1,0,38951.8
2022-10-26,29.1,1.7,76.2,0,39814.3
2022-10-27,29.2,1.5,76.4,0,38430.8
2022-10-28,28.4,1.9,76.5,0,39075.2
2022-10-29,27.8,0.0,78.3,0,37162.1
2022-10-30,28.6,0.1,75.7,1,35965.4
2022-10-31,27.8,5.9,84.4,0,38766.5
2022-11-01,28.2,2.5,77.9,0,38676.6
2022-11-02,29.0,0.0,79.4,0,40677.4
2022-11-03,27.8,0.0,78.1,0,39451.9
2022-11-04,28.8,5.4,71.8,0,39628.4
2022-11-05,28.7,0.0,81.7,0,38604.6
2022-11-06,27.4,0.0,74.1,1,36332.6
2022-11-07,29.0,0.0,78.0,0,38199.9
2022-11-08,28.8,4.6,76.9,0,39765.0
2022-11-09,28.3,6.2,81.8,0,37950.9
2022-11-10,27.6,1.3,74.4,0,38078.4
2022-11-11,27.5,6.9,82.1,0,38585.7
2022-11-12,27.8,3.6,76.9,0,38370.9
2022-11-13,28.7,0.0,78.8,1,35069.9
2022-11-14,27.5,10.6,84.0,0,37752.7
2022-11-15,28.6,0.0,76.9,0,39064.7
2022-11-16,27.2,2.1,71.0,0,38173.0
2022-11-17,28.1,2.0,75.9,0,39265.0
2022-11-18,28.3,1.5,76.7,0,41094.1
2022-11-19,30.2,0.0,72.4,0,39195.6
2022-11-20,27.2,19.6,91.9,1,34007.0
2022-11-21,29.4,0.0,71.7,0,38635.5
2022-11-22,28.4,14.1,83.7,0,38280.9
2022-11-23,28.6,0.4,77.9,0,38475.9
2022-11-24,28.4,1.3,68.4,0,39266.0
2022-11-25,28.7,13.7,84.7,0,38963.0
2022-11-26,28.2,6.3,77.8,0,37513.8
2022-11-27,29.5,0.0,70.0,1,37661.6
2022-11-28,28.0,0.0,76.0,0,38378.3
2022-11-29,29.3,5.6,80.4,0,39212.9
2022-11-30,27.8,0.1,78.4,0,39233.7
2022-12-01,28.3,7.0,78.7,0,39401.2
2022-12-02,27.5,7.8,83.4,0,39255.5
2022-12-03,28.8,0.9,77.0,0,38654.8
2022-12-04,29.6,1.7,73.5,1,37133.9
2022-12-05,28.4,5.9,76.2,0,38506.3
2022-12-06,28.3,0.8,73.1,0,39693.2
